HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Entrez Gene ID(supplied by NCBI)
HGNC:9839	RALA	RAS like proto-oncogene A	Approved	RAL		7p14.1		NM_005402	5898
HGNC:9840	RALB	RAS like proto-oncogene B	Approved			2q14.2		NM_002881	5899
HGNC:9841	RALBP1	ralA binding protein 1	Approved		RLIP76, RIP1, RIP	18p11.22	L42542	NM_006788	10928
HGNC:17770	RALGAPA1	Ral GTPase activating protein catalytic alpha subunit 1	Approved	GARNL1	GRIPE, DKFZp667F074, KIAA0884, Tulip1, RalGAPalpha1	14q13.2	AK126975	XM_210022	253959
HGNC:23203	RALGAPA1P1	Ral GTPase activating protein catalytic alpha subunit 1 pseudogene 1	Approved	GARNL2, GARNL2P, RALGAPA1P	DKFZp566D133	9q31.2	AL050050	NG_004673	26134
HGNC:16207	RALGAPA2	Ral GTPase activating protein catalytic alpha subunit 2	Approved	C20orf74	dJ1049G11.4, AS250, KIAA1272, RapGAPalpha2	20p11.23	AL078634, DQ310704	NM_020343	57186
HGNC:29221	RALGAPB	Ral GTPase activating protein non-catalytic beta subunit	Approved	KIAA1219	DKFZp781M2411, RalGAPbeta	20q11.23	AB033045	NM_020336	57148
HGNC:9842	RALGDS	ral guanine nucleotide dissociation stimulator	Approved		RGF, RalGEF, RGDS	9q34.13-q34.2	AB037729	NM_006266	5900
HGNC:16851	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1	Approved		RALGPS1A, RALGEF2, KIAA0351	9q33.3	AB002349	NM_014636	9649
HGNC:30279	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	Approved		KIAA0351, FLJ10244, FLJ25604	1q25.2	AK098470	NM_152663	55103
HGNC:15921	RALY	RALY heterogeneous nuclear ribonucleoprotein	Approved		P542, HNRPCL2	20q11.22	AF148457		22913
HGNC:50743	RALY-AS1	RALY antisense RNA 1	Approved			20q11.22			101926888
HGNC:27036	RALYL	RALY RNA binding protein like	Approved		HNRPCL3	8q21.2			138046
HGNC:9843	RAMP1	receptor activity modifying protein 1	Approved			2q37.3	AJ001014	NM_005855	10267
HGNC:9844	RAMP2	receptor activity modifying protein 2	Approved			17q21.2	AJ001015	NM_005854	10266
HGNC:44358	RAMP2-AS1	RAMP2 antisense RNA 1	Approved			17q21.2	BC018638, BC041021	NR_024461	100190938
HGNC:9845	RAMP3	receptor activity modifying protein 3	Approved			7p13	AJ001016	NM_005856	10268
HGNC:9846	RAN	RAN, member RAS oncogene family	Approved		ARA24, TC4, Gsp1	12q24.33	M31469	NM_006325	5901
HGNC:9847	RANBP1	RAN binding protein 1	Approved		HTF9A	22q11.21	D38076	NM_002882	5902
HGNC:9848	RANBP2	RAN binding protein 2	Approved	ANE1	NUP358, ADANE	2q13	D42063	NM_006267	5903
HGNC:9850	RANBP3	RAN binding protein 3	Approved			19p13.3	Y08698	NM_007322	8498
HGNC:26353	RANBP3L	RAN binding protein 3 like	Approved		FLJ25422	5p13.2	BC047660	NM_145000	202151
HGNC:9851	RANBP6	RAN binding protein 6	Approved			9p24.1	AF039023	NM_012416	26953
HGNC:13727	RANBP9	RAN binding protein 9	Approved		RanBPM	6p23	AB008515		10048
HGNC:29285	RANBP10	RAN binding protein 10	Approved		KIAA1464	16q22	AB040897	NM_020850	57610
HGNC:14428	RANBP17	RAN binding protein 17	Approved			5q35.1	AF222747	NM_022897	64901
HGNC:19734	RANBP20P	RAN binding protein 20 pseudogene	Approved			14q11.2			326627
HGNC:9854	RANGAP1	Ran GTPase activating protein 1	Approved	SD	Fug1, KIAA1835	22q13.2	X82260	NM_002883	5905
HGNC:17679	RANGRF	RAN guanine nucleotide release factor	Approved		MOG1, HSPC165, HSPC236, RANGNRF	17p13	AF151070	NM_016492	29098
HGNC:21631	RANP1	RAN, member RAS oncogene family pseudogene 1	Approved		Em:AB014080.2	6p22.1	AB088093	NG_002749	221547
HGNC:39857	RANP2	RAN, member RAS oncogene family pseudogene 2	Approved			7q35			100874191
HGNC:39858	RANP3	RAN, member RAS oncogene family pseudogene 3	Approved			11q13.4			100874227
HGNC:39859	RANP4	RAN, member RAS oncogene family pseudogene 4	Approved			Xq26.3			100130621
HGNC:39860	RANP5	RAN, member RAS oncogene family pseudogene 5	Approved			1p13.3			100129428
HGNC:39861	RANP6	RAN, member RAS oncogene family pseudogene 6	Approved			4q34.1			100128266
HGNC:39862	RANP7	RAN, member RAS oncogene family pseudogene 7	Approved			3p24.3			100874192
HGNC:39863	RANP8	RAN, member RAS oncogene family pseudogene 8	Approved			13q12.11			100420519
HGNC:39864	RANP9	RAN, member RAS oncogene family pseudogene 9	Approved			8p12			100874193
HGNC:9855	RAP1A	RAP1A, member of RAS oncogene family	Approved		KREV-1, SMGP21	1p13.2	BC014086	NM_002884	5906
HGNC:9856	RAP1AP	RAP1A, member of RAS oncogene family pseudogene	Approved		KREV1P, SMGP21A	14q24.3			5907
HGNC:9857	RAP1B	RAP1B, member of RAS oncogene family	Approved		K-REV, RAL1B, DKFZp586H0723	12q15		NM_001010942	5908
HGNC:49780	RAP1BP1	RAP1B, member of RAS oncogene family pseudogene 1	Approved			9p22.1		NG_030297	100506390
HGNC:49781	RAP1BP2	RAP1B, member of RAS oncogene family pseudogene 2	Approved			3q13.11		NG_030384	100128179
HGNC:49782	RAP1BP3	RAP1B, member of RAS oncogene family pseudogene 3	Approved			6q22.1		NG_030190	100132917
HGNC:9858	RAP1GAP	RAP1 GTPase activating protein	Approved	RAP1GA1	KIAA0474, RAP1GAP1, RAP1GAPII	1p36.12	BC054490	NM_002885	5909
HGNC:29176	RAP1GAP2	RAP1 GTPase activating protein 2	Approved	GARNL4	KIAA1039	17p13.3	AB028962		23108
HGNC:9859	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	Approved		SmgGDS	4q23		NM_001100426	5910
HGNC:9861	RAP2A	RAP2A, member of RAS oncogene family	Approved	RAP2	K-REV	13q32.1	AF205602		5911
HGNC:9862	RAP2B	RAP2B, member of RAS oncogene family	Approved			3q25.2		NM_002886	5912
HGNC:21165	RAP2C	RAP2C, member of RAS oncogene family	Approved		DKFZp313B211	Xq26.2	BC051467	NM_021183	57826
HGNC:40957	RAP2C-AS1	RAP2C antisense RNA 1	Approved			Xq26.2			101928578
HGNC:49146	RAP2CP1	RAP2C pseudogene 1	Approved			14q32.32			106480249
HGNC:4568	RAPGEF1	Rap guanine nucleotide exchange factor 1	Approved	GRF2	C3G	9q34.13	BC041710	NM_005312	2889
HGNC:16854	RAPGEF2	Rap guanine nucleotide exchange factor 2	Approved	PDZGEF1	PDZ-GEF1, RA-GEF, DKFZP586O1422, KIAA0313	4q32.1	AB002311	NM_014247	9693
HGNC:16629	RAPGEF3	Rap guanine nucleotide exchange factor 3	Approved		cAMP-GEFI, EPAC, bcm910	12q13.11	AK092448	NM_006105	10411
HGNC:16626	RAPGEF4	Rap guanine nucleotide exchange factor 4	Approved		cAMP-GEFII, CGEF2	2q31.1	U78516	NM_007023	11069
HGNC:28081	RAPGEF4-AS1	RAPGEF4 antisense RNA 1	Approved			2q31.1	AL157450	NR_026995	91149
HGNC:16862	RAPGEF5	Rap guanine nucleotide exchange factor 5	Approved		KIAA0277, GFR, MR-GEF	7p15.3	D87467	NM_012294	9771
HGNC:20655	RAPGEF6	Rap guanine nucleotide exchange factor 6	Approved	PDZGEF2	RA-GEF-2, PDZ-GEF2	5q31.1	AF117947	NM_016340	51735
HGNC:17428	RAPGEFL1	Rap guanine nucleotide exchange factor like 1	Approved		Link-GEFII	17q21.1	AF117946	NM_016339	51195
HGNC:14436	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	Approved	ALS2CR9, ALS2CR18	KIAA1681	2q33.2	AJ584699	NM_025252	65059
HGNC:9863	RAPSN	receptor associated protein of the synapse	Approved		RNF205, CMS1D, CMS1E	11p11.2			5913
HGNC:9864	RARA	retinoic acid receptor alpha	Approved		RAR, NR1B1	17q21.2	X06538		5914
HGNC:49577	RARA-AS1	RARA antisense RNA 1	Approved			17q21.2	BC038432		101929693
HGNC:9865	RARB	retinoic acid receptor beta	Approved		HAP, NR1B2, RRB2	3p24.2	Y00291	NM_000965, NM_016152	5915
HGNC:9866	RARG	retinoic acid receptor gamma	Approved		RARC, NR1B3	12q13.13	M57707	NM_000966	5916
HGNC:9867	RARRES1	retinoic acid receptor responder 1	Approved		TIG1, LXNL	3q25.32	U27185		5918
HGNC:9868	RARRES2	retinoic acid receptor responder 2	Approved		TIG2, HP10433	7q36.1	U77594		5919
HGNC:48700	RARRES2P1	retinoic acid receptor responder 2 pseudogene 1	Approved			3p12.3			643255
HGNC:48701	RARRES2P2	retinoic acid receptor responder 2 pseudogene 2	Approved			10q26.3			644425
HGNC:48702	RARRES2P3	retinoic acid receptor responder 2 pseudogene 3	Approved			Xp22.12			106481659
HGNC:48703	RARRES2P4	retinoic acid receptor responder 2 pseudogene 4	Approved			4q35.2			644881
HGNC:48704	RARRES2P5	retinoic acid receptor responder 2 pseudogene 5	Approved			16p11.2			106480231
HGNC:48705	RARRES2P6	retinoic acid receptor responder 2 pseudogene 6	Approved			16p11.2			105377820
HGNC:48709	RARRES2P7	retinoic acid receptor responder 2 pseudogene 7	Approved			16p11.1			106481660
HGNC:48707	RARRES2P8	retinoic acid receptor responder 2 pseudogene 8	Approved			16p11.1			642652
HGNC:48708	RARRES2P9	retinoic acid receptor responder 2 pseudogene 9	Approved			16p11.1			106660620
HGNC:51742	RARRES2P10	retinoic acid receptor responder 2 pseudogene 10	Approved			16p11.1			106481972
HGNC:51743	RARRES2P11	retinoic acid receptor responder 2 pseudogene 11	Approved			20q11.1			107075248
HGNC:9869	RARRES3	retinoic acid receptor responder 3	Approved		TIG3, HRASLS4	11q12.3			5920
HGNC:9870	RARS	arginyl-tRNA synthetase	Approved		DALRD1	5q34	BC000528	NM_002887	5917
HGNC:21406	RARS2	arginyl-tRNA synthetase 2, mitochondrial	Approved	RARSL	MGC14993, MGC23778, PRO1992, dJ382I10.6, DALRD2	6q15	AK093934	NM_020320	57038
HGNC:49893	RARSP1	arginyl-tRNA synthetase pseudogene 1	Approved			12p11.23			100419829
HGNC:9871	RASA1	RAS p21 protein activator 1	Approved	RASA	GAP, CM-AVM, p120GAP, p120RASGAP, p120	5q14.3		NM_002890	5921
HGNC:9872	RASA2	RAS p21 protein activator 2	Approved		GAP1M	3q23	AF115573	NM_006506	5922
HGNC:41376	RASA2-IT1	RASA2 intronic transcript 1	Approved			3q23			100874298
HGNC:20331	RASA3	RAS p21 protein activator 3	Approved		GAP1IP4BP, GAPIII	13q34		NM_007368	22821
HGNC:39938	RASA3-IT1	RASA3 intronic transcript 1	Approved			13q34			100874321
HGNC:23181	RASA4	RAS p21 protein activator 4	Approved		KIAA0538, CAPRI, GAPL	7q22.1	AB011110	NM_006989	10156
HGNC:35202	RASA4B	RAS p21 protein activator 4B	Approved			7q22.1		XM_003118600	100271927
HGNC:44185	RASA4CP	RAS p21 protein activator 4C, pseudogene	Approved			7p13		NR_024116	401331
HGNC:44226	RASA4DP	RAS p21 protein activator 4CD, pseudogene	Approved			7q22.1		NG_011686	100133005
HGNC:9873	RASAL1	RAS protein activator like 1	Approved		RASAL	12q24.13	AF086713	NM_004658	8437
HGNC:9874	RASAL2	RAS protein activator like 2	Approved		nGAP	1q25.2	AF047711	NM_170692	9462
HGNC:44170	RASAL2-AS1	RASAL2 antisense RNA 1	Approved			1q25.2	BC027927	NR_027982	100302401
HGNC:26129	RASAL3	RAS protein activator like 3	Approved		FLJ21438	19p13.12		NM_022904	64926
HGNC:15828	RASD1	ras related dexamethasone induced 1	Approved		DEXRAS1, AGS1	17p11.2	AF069506	NM_016084	51655
HGNC:18229	RASD2	RASD family member 2	Approved		TEM2, Rhes, MGC:4834	22q12.3	AF279143	NM_014310	23551
HGNC:26464	RASEF	RAS and EF-hand domain containing	Approved	RAB45	FLJ31614	9q21.32	AK056176	NM_152573	158158
HGNC:24246	RASGEF1A	RasGEF domain family member 1A	Approved		CG4853, FLJ37817	10q11.21	AK095136	NM_145313	221002
HGNC:24881	RASGEF1B	RasGEF domain family member 1B	Approved		GPIG4, FLJ31695	4q21.21	AK056257	NM_152545	153020
HGNC:27400	RASGEF1C	RasGEF domain family member 1C	Approved		FLJ35841	5q35.3	AK093160	NM_175062	255426
HGNC:9875	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1	Approved	GRF1	CDC25L, CDC25, GRF55, H-GRF55, GNRP, PP13187	15q25.1	M91815	NM_002891	5923
HGNC:9876	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2	Approved		GRF2, Ras-GRF2	5q14.1	AF023130	NM_006909	5924
HGNC:40499	RASGRF2-AS1	RASGRF2 antisense RNA 1	Approved		CTC-459I6.1	5q14.1	BM682385	NR_105015	102524628
HGNC:9878	RASGRP1	RAS guanyl releasing protein 1	Approved		CalDAG-GEFII, RASGRP	15q14	AF106071	NM_005739	10125
HGNC:9879	RASGRP2	RAS guanyl releasing protein 2	Approved		CALDAG-GEFI	11q13.1	U78170	NM_153819	10235
HGNC:14545	RASGRP3	RAS guanyl releasing protein 3	Approved		KIAA0846, GRP3, CalDAG-GEFIII	2p22.3	AB020653	NM_015376	25780
HGNC:18958	RASGRP4	RAS guanyl releasing protein 4	Approved			19q13.1	AY048119	NM_170604	115727
HGNC:24716	RASIP1	Ras interacting protein 1	Approved		FLJ20401, RAIN	19q13.33	BC028614	NM_017805	54922
HGNC:16954	RASL10A	RAS like family 10 member A	Approved		RRP22	22q12.2	Y07847		10633
HGNC:30295	RASL10B	RAS like family 10 member B	Approved		VTS58635, RRP17	17q12	BC041133	NM_033315	91608
HGNC:23802	RASL11A	RAS like family 11 member A	Approved			13q12.2	AY439004	NM_206827	387496
HGNC:23804	RASL11B	RAS like family 11 member B	Approved			4q12	BK001672	NM_023940	65997
HGNC:30289	RASL12	RAS like family 12	Approved		RIS	15q22.31	AF233588	NM_016563	51285
HGNC:9882	RASSF1	Ras association domain family member 1	Approved		NORE2A, REH3P21, RDA32, 123F2	3p21.31	AF132675		11186
HGNC:49091	RASSF1-AS1	RASSF1 antisense RNA 1	Approved		ANRASSF1	3p21.3	KC330992	NR_109831	102060282
HGNC:9883	RASSF2	Ras association domain family member 2	Approved		KIAA0168, CENP-34	20p13	D79990	NM_014737	9770
HGNC:14271	RASSF3	Ras association domain family member 3	Approved			12q14.2			283349
HGNC:20793	RASSF4	Ras association domain family member 4	Approved		AD037, MGC44914	10q11.21	BC032593	NM_032023	83937
HGNC:17609	RASSF5	Ras association domain family member 5	Approved		Maxp1, NORE1, RAPL	1q32.1	BC004270	NM_031437	83593
HGNC:20796	RASSF6	Ras association domain family member 6	Approved			4q13.3	AY217664	NM_177532	166824
HGNC:1166	RASSF7	Ras association domain family member 7	Approved	C11orf13	HRC1, HRAS1	11p15.5	M91083	NM_003475	8045
HGNC:13232	RASSF8	Ras association domain family member 8	Approved	C12orf2	HoJ-1	12p12.1	U82396	NM_007211	11228
HGNC:48637	RASSF8-AS1	RASSF8 antisense RNA 1	Approved			12p12.1			100506451
HGNC:15739	RASSF9	Ras association domain family member 9	Approved	PAMCI	P-CIP1	12q21.31			9182
HGNC:33984	RASSF10	Ras association domain family member 10	Approved			11p15.2		NM_001080521	644943
HGNC:30296	RAVER1	ribonucleoprotein, PTB binding 1	Approved		KIAA1978	19p13.2		NM_133452	125950
HGNC:25577	RAVER2	ribonucleoprotein, PTB binding 2	Approved		KIAA1579, FLJ10770	1p31.3	AB046799	NM_018211	55225
HGNC:18662	RAX	retina and anterior neural fold homeobox	Approved		RX	18q21.32	AF115392		30062
HGNC:18286	RAX2	retina and anterior neural fold homeobox 2	Approved	RAXL1	MGC15631, ARMD6, CORD11	19p13.3	AY211277	NM_032753	84839
HGNC:9884	RB1	RB transcriptional corepressor 1	Approved	OSRC	RB, PPP1R130	13q14.2	M15400	NM_000321	5925
HGNC:15574	RB1CC1	RB1 inducible coiled-coil 1	Approved		KIAA0203, Cc1, DRAGOU14, FIP200, ATG17, PPP1R131	8q11.23	AB059622	NM_014781	9821
HGNC:17680	RBAK	RB associated KRAB zinc finger	Approved		ZNF769	7p22.1	AF226869	NM_021163	57786
HGNC:42971	RBAK-RBAKDN	RBAK-RBAKDN readthrough	Approved			7p22.1			100533952
HGNC:33770	RBAKDN	RBAK downstream neighbor (non-protein coding)	Approved			7p22.1	BC031661	NR_015343	389458
HGNC:9887	RBBP4	RB binding protein 4, chromatin remodeling factor	Approved		RbAp48, NURF55, lin-53	1p35.1	BC053904	NM_005610	5928
HGNC:42368	RBBP4P1	RB binding protein 4 pseudogene 1	Approved			5p15.2			642954
HGNC:42369	RBBP4P2	RB binding protein 4 pseudogene 2	Approved			3q11.2			100420527
HGNC:42370	RBBP4P3	RB binding protein 4 pseudogene 3	Approved			6q11.1			730180
HGNC:42371	RBBP4P4	RB binding protein 4 pseudogene 4	Approved			6p11.2			727842
HGNC:42372	RBBP4P5	RB binding protein 4 pseudogene 5	Approved			14q11.2			100288451
HGNC:42373	RBBP4P6	RB binding protein 4 pseudogene 6	Approved			5q14.3			100820741
HGNC:9888	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit	Approved		RBQ3, SWD1	1q32.1	BC053856	NM_005057	5929
HGNC:9889	RBBP6	RB binding protein 6, ubiquitin ligase	Approved		P2P-R, PACT, SNAMA	16p12.1		NM_006910	5930
HGNC:45108	RBBP6P1	RB binding protein 6 pseudogene 1	Approved			10q22.3		NG_022184	100129156
HGNC:9890	RBBP7	RB binding protein 7, chromatin remodeling factor	Approved		RbAp46	Xp22.2	U35143	NM_002893	5931
HGNC:9891	RBBP8	RB binding protein 8, endonuclease	Approved	SCKL2	CtIP, RIM, COM1	18q11.2	AF043431	NM_203291	5932
HGNC:16144	RBBP8NL	RBBP8 N-terminal like	Approved	C20orf151	dJ908M14.3	20q13.33	AL121832	NM_080833	140893
HGNC:39583	RBBP8P1	RB binding protein 8 pseudogene 1	Approved			Xq24			100420552
HGNC:39584	RBBP8P2	RB binding protein 8 pseudogene 2	Approved			13q12.13		NG_024906	100420607
HGNC:9892	RBBP9	RB binding protein 9, serine hydrolase	Approved		Bog	20p11.23	AF039564	NM_006606	10741
HGNC:15864	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1	Approved	C20orf18	RBCK2, XAP4, RNF54, ZRANB4, UBCE7IP3, HOIL1	20p13	U67322	NM_031229	10616
HGNC:26120	RBFA	ribosome binding factor A	Approved	C18orf22	FLJ21172, HsT169	18q23	BC014195	NM_024805	79863
HGNC:48591	RBFADN	RBFA downstream neighbor (non-protein coding)	Approved			18q23		NR_103445	100506070
HGNC:18222	RBFOX1	RNA binding fox-1 homolog 1	Approved		A2BP1, FOX-1, HRNBP1	16p13.3	AF107203	NM_145891	54715
HGNC:9906	RBFOX2	RNA binding fox-1 homolog 2	Approved	RBM9	HNRBP2, FOX-2, HRNBP2	22q12.3	AL009266		23543
HGNC:27097	RBFOX3	RNA binding fox-1 homolog 3	Approved		FOX-3, NeuN, HRNBP3	17q25.3		NM_001082575	146713
HGNC:30325	RBKS	ribokinase	Approved		DKFZp686G13268, RBSK	2p23.2	BC017425	NM_022128	64080
HGNC:9893	RBL1	RB transcriptional corepressor like 1	Approved		p107, cp107, PRB1	20q11.23	L14812	NM_002895	5933
HGNC:9894	RBL2	RB transcriptional corepressor like 2	Approved		Rb2, p130	16q12.2	X74594	NM_005611	5934
HGNC:9900	RBM3	RNA binding motif protein 3	Approved		IS1-RNPL	Xp11.23	BC006825	NM_006743	5935
HGNC:9901	RBM4	RNA binding motif protein 4	Approved		LARK, RBM4A, ZCRB3A, ZCCHC21	11q13.2	U89505	NM_002896	5936
HGNC:28842	RBM4B	RNA binding motif protein 4B	Approved	RBM30	MGC10871, ZCCHC15, RBM4L, ZCRB3B, ZCCHC21B	11q13	AK095158	NM_031492	83759
HGNC:9902	RBM5	RNA binding motif protein 5	Approved		LUCA15, H37	3p21.31	U23946	NM_005778	10181
HGNC:48871	RBM5-AS1	RBM5 antisense RNA 1	Approved		LUST	3p21.31	EF470865	NR_045388	100775107
HGNC:9903	RBM6	RNA binding motif protein 6	Approved		DEF-3, 3G2, NY-LU-12, g16, DEF3	3p21.31	AF069517	NM_005777	10180
HGNC:9904	RBM7	RNA binding motif protein 7	Approved			11q23.1-q23.2	AF156098	NM_016090	10179
HGNC:9905	RBM8A	RNA binding motif protein 8A	Approved	RBM8	ZNRP, BOV-1A, BOV-1B, BOV-1C, RBM8B, Y14	1q21.1	AF127761	NM_005105	9939
HGNC:13426	RBM8B	RNA binding motif protein 8B pseudogene	Approved			14q23.1	AF403013		112846
HGNC:9896	RBM10	RNA binding motif protein 10	Approved		DXS8237E, KIAA0122, GPATC9, ZRANB5, GPATCH9	Xp11.3	U35373	NM_005676	8241
HGNC:9897	RBM11	RNA binding motif protein 11	Approved			21q11.2	AF130358	NM_144770	54033
HGNC:43743	RBM11P1	RNA binding motif protein 11 pseudogene 1	Approved			6q23.2		NG_025978	100420213
HGNC:9898	RBM12	RNA binding motif protein 12	Approved		HRIHFB2091, KIAA0765, SWAN	20q11.22	AJ289772	NM_006047	10137
HGNC:32310	RBM12B	RNA binding motif protein 12B	Approved			8q22.1		NM_203390	389677
HGNC:28818	RBM12B-AS1	RBM12B antisense RNA 1	Approved	C8orf39	PRO1905	8q22.1	AF116672	NR_027259	55472
HGNC:14219	RBM14	RNA binding motif protein 14	Approved		SIP, SYTIP1, COAA, DKFZp779J0927	11q13.2	AF080561	NM_006328	10432
HGNC:38840	RBM14-RBM4	RBM14-RBM4 readthrough	Approved			11q13.2		NM_001198845.1	100526737
HGNC:14959	RBM15	RNA binding motif protein 15	Approved		OTT, OTT1	1p13.3	AF368063	NM_022768	64783
HGNC:53636	RBM15-AS1	RBM15 antisense RNA 1	Approved		AS-RBM15	1p13.3		NR_036595	440600
HGNC:24303	RBM15B	RNA binding motif protein 15B	Approved		HUMAGCGB, OTT3	3p21.2	AL831838	NM_013286	29890
HGNC:16944	RBM17	RNA binding motif protein 17	Approved		SPF45, MGC14439	10p15.1	AF083384	NM_032905	84991
HGNC:50366	RBM17P1	RNA binding motif protein 17 pseudogene 1	Approved			9p12		NG_009948	100133330
HGNC:50367	RBM17P2	RNA binding motif protein 17 pseudogene 2	Approved			9q21.11		NG_009950	642389
HGNC:50368	RBM17P3	RNA binding motif protein 17 pseudogene 3	Approved			9p11.2		NG_009949	100132949
HGNC:50369	RBM17P4	RNA binding motif protein 17 pseudogene 4	Approved			15q14		NG_009947	100128974
HGNC:28413	RBM18	RNA binding motif protein 18	Approved		MGC2734	9q33.2	AK057676	NM_033117	92400
HGNC:29098	RBM19	RNA binding motif protein 19	Approved		DKFZp586F1023, KIAA0682, Mrd1	12q24.13-q24.21	AL117547	NM_016196	9904
HGNC:27424	RBM20	RNA binding motif protein 20	Approved			10q25.2	BX648563	NM_001134363	282996
HGNC:25503	RBM22	RNA binding motif protein 22	Approved		FLJ10290, ZC3H16, fSAP47, Cwc2	5q33.1	AL136933	NM_018047	55696
HGNC:31466	RBM22P1	RNA binding motif protein 22 pseudogene 1	Approved			18q11.2		NG_023396	400645
HGNC:39695	RBM22P2	RNA binding motif protein 22 pseudogene 2	Approved			13q12.3			100271871
HGNC:39696	RBM22P3	RNA binding motif protein 22 pseudogene 3	Approved			7p11.2			100128867
HGNC:39697	RBM22P4	RNA binding motif protein 22 pseudogene 4	Approved			6p21.1			100271870
HGNC:39698	RBM22P5	RNA binding motif protein 22 pseudogene 5	Approved			9q21.13			100133206
HGNC:39699	RBM22P6	RNA binding motif protein 22 pseudogene 6	Approved	RBM22P10		Xp11.22			644509
HGNC:39700	RBM22P7	RNA binding motif protein 22 pseudogene 7	Approved	RBM22P9		Xp11.22			106478953
HGNC:39704	RBM22P11	RNA binding motif protein 22 pseudogene 11	Approved	RBM22P8		Xp11.22			100132115
HGNC:49207	RBM22P12	RNA binding motif protein 22 pseudogene 12	Approved			16p11.2			100131641
HGNC:49208	RBM22P13	RNA binding motif protein 22 pseudogene 13	Approved			16p11.2			100130603
HGNC:20155	RBM23	RNA binding motif protein 23	Approved	RNPC4	FLJ10482, CAPERbeta	14q11.2	AF275678		55147
HGNC:21539	RBM24	RNA binding motif protein 24	Approved	RNPC6	FLJ30829, dJ259A10.1	6p22.3	BC040928	NM_153020	221662
HGNC:23244	RBM25	RNA binding motif protein 25	Approved	RNPC7	S164, fSAP94, NET52, Snu71	14q24.2	BX647116	XM_027330	58517
HGNC:20327	RBM26	RNA binding motif protein 26	Approved	C13orf10	PRO1777, SE70-2, FLJ20957, ZC3H17, ARRS2, PPP1R132	13q31.1	AF116667	NM_022118	64062
HGNC:39805	RBM26-AS1	RBM26 antisense RNA 1	Approved			13q31.1	BC034812		100505538
HGNC:29243	RBM27	RNA binding motif protein 27	Approved		KIAA1311, ARRS1, Psc1, ZC3H20	5q32	AL833706	XM_291128	54439
HGNC:21863	RBM28	RNA binding motif protein 28	Approved		FLJ10377	7q32.1	AK001239	NM_018077	55131
HGNC:27223	RBM33	RNA binding motif protein 33	Approved	PRR8	DKFZp686F102, MGC20460, DKFZp434D1319	7q36.3	AL832196	NM_001008408	155435
HGNC:28965	RBM34	RNA binding motif protein 34	Approved		KIAA0117	1q42.3		NM_015014	23029
HGNC:15818	RBM38	RNA binding motif protein 38	Approved	RNPC1	HSRNASEB, SEB4D, seb4B, dJ800J21.2	20q13.31	X75314	NM_183425	55544
HGNC:15923	RBM39	RNA binding motif protein 39	Approved	RNPC2	CC1.3, HCC1, CAPER, fSAP59, CAPERalpha	20q11.22	L10910	NM_184237	9584
HGNC:25617	RBM41	RNA binding motif protein 41	Approved		FLJ11016	Xq22.3	BC006986	NM_018301	55285
HGNC:28117	RBM42	RNA binding motif protein 42	Approved		MGC10433	19q13.12	BC004204	NM_024321	79171
HGNC:24790	RBM43	RNA binding motif protein 43	Approved	C2orf38	FLJ45645	2q23.3	AK127552	NM_198557	375287
HGNC:46024	RBM43P1	RNA binding motif protein 43 pseudogene 1	Approved			3p14.1			100131568
HGNC:24756	RBM44	RNA binding motif protein 44	Approved		FLJ40411	2q37.3	AK097730	NM_001080504	375316
HGNC:24468	RBM45	RNA binding motif protein 45	Approved		DRB1, FLJ44612	2q31.2	AF526533	NM_152945	129831
HGNC:28401	RBM46	RNA binding motif protein 46	Approved		MGC27016, CT68	4q32.1	BC028588	NM_144979	166863
HGNC:30358	RBM47	RNA binding motif protein 47	Approved		FLJ20273, NET18	4p14	AK000280	NM_019027	54502
HGNC:21785	RBM48	RNA binding motif protein 48	Approved	C7orf64	DKFZp564O0523, HSPC304	7q21.2	AL136619	NM_032120	84060
HGNC:44054	RBM48P1	RNA binding motif protein 48 pseudogene 1	Approved			4q28.1			132817
HGNC:9907	RBMS1	RNA binding motif single stranded interacting protein 1	Approved	C2orf12	SCR2, MSSP-1, MSSP-2, MSSP-3, YC1, HCC-4, DKFZp564H0764	2q24.2	D28482	NM_016836	5937
HGNC:9908	RBMS1P1	RNA binding motif single stranded interacting protein 1 pseudogene 1	Approved	RBMS1P	MSSP1	12q14.3	D82351	NG_000866	5938
HGNC:9909	RBMS2	RNA binding motif single stranded interacting protein 2	Approved		SCR3	12q13.3	D28483	NM_002898	5939
HGNC:30994	RBMS2P1	RNA binding motif single stranded interacting protein 2 pseudogene 1	Approved	RBMS2P		12q22		NG_008697	643427
HGNC:13427	RBMS3	RNA binding motif single stranded interacting protein 3	Approved			3p24.1	AF023259	NM_001003792	27303
HGNC:39987	RBMS3-AS1	RBMS3 antisense RNA 1	Approved			3p24.1			100873977
